DRUG_CONCEPT_ID,STANDARD_CONCEPT_NAME,STANDARD_CONCEPT_CODE,STANDARD_VOCABULARY
40173888,pyridostigmine bromide 60 MG Oral Tablet,903857,RxNorm
40174888,levothyroxine sodium 0.075 MG Oral Tablet [Synthroid],966171,RxNorm
40180067,promethazine hydrochloride 25 MG Oral Tablet [Promacot],992451,RxNorm
40221904,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet,993781,RxNorm
40222668,hydroxyzine hydrochloride 25 MG Oral Tablet [Ucerax],995424,RxNorm
40224789,medroxyprogesterone acetate 10 MG Oral Tablet,1000114,RxNorm
40228212,cetirizine hydrochloride 10 MG Oral Capsule,1014675,RxNorm
40231375,lurasidone hydrochloride 80 MG Oral Tablet [Latuda],1040043,RxNorm
40231925,acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet,1049221,RxNorm
40236649,clomiphene citrate 50 MG Oral Tablet [Clomid],1093073,RxNorm
40236857,phenazopyridine hydrochloride 95 MG Oral Tablet,1094126,RxNorm
43526471,canagliflozin 300 MG Oral Tablet,1373471,RxNorm
19019273,naproxen 500 MG Oral Tablet,198014,RxNorm
19077083,"estrogens, conjugated (USP) 0.625 MG Oral Tablet",310197,RxNorm
19079220,pentoxifylline 400 MG Extended Release Oral Tablet,312301,RxNorm
1539411,simvastatin 20 MG Oral Tablet,312961,RxNorm
19079626,sodium polystyrene sulfonate 250 MG/ML Oral Suspension,313072,RxNorm
19079711,sumatriptan 100 MG Oral Tablet,313160,RxNorm
19079715,tazarotene 0.001 MG/MG Topical Gel,313201,RxNorm
19137329,thiamine hydrochloride 100 MG/ML Injectable Solution,313324,RxNorm
1707751,vancomycin 250 MG Oral Capsule,313571,RxNorm
743719,24 HR venlafaxine 37.5 MG Extended Release Oral Capsule,313583,RxNorm
743752,venlafaxine 75 MG Oral Tablet,313586,RxNorm
720730,zaleplon 10 MG Oral Capsule,313761,RxNorm
19044609,zinc sulfate 220 MG Oral Capsule,313773,RxNorm
957136,furosemide 40 MG Oral Tablet,313988,RxNorm
755739,fluoxetine 40 MG Oral Capsule,313989,RxNorm
19080217,pantoprazole 40 MG Delayed Release Oral Tablet,314200,RxNorm
1036233,sucralfate 1000 MG Oral Tablet,314234,RxNorm
1548616,estradiol 2 MG,315882,RxNorm
19082350,24 HR isosorbide mononitrate 30 MG Extended Release Oral Tablet,317110,RxNorm
961169,ranitidine 150 MG,328494,RxNorm
19090808,calcium orotate 500 MG,343247,RxNorm
19096774,vardenafil 20 MG Oral Tablet,349480,RxNorm
19131007,ascorbic acid 4700 MG / polyethylene glycol 3350 100000 MG / potassium chloride 1015 MG / sodium ascorbate 5900 MG / sodium chloride 2690 MG / sodium sulfate 7500 MG Powder for Oral Solution,800915,RxNorm
19127952,sevelamer carbonate 800 MG Oral Tablet,749206,RxNorm
19131348,cholecalciferol 0.05 MG Oral Tablet,801663,RxNorm
19069199,lamotrigine 25 MG Oral Tablet,282401,RxNorm
1346990,carvedilol 3.125 MG Oral Tablet,686924,RxNorm
19106768,hydrochlorothiazide 12.5 MG Oral Tablet,429503,RxNorm
43013026,apixaban 2.5 MG Oral Tablet,1364435,RxNorm
19076705,dofetilide 0.5 MG Oral Capsule,310005,RxNorm
1304767,0.3 ML darbepoetin alfa 0.2 MG/ML Prefilled Syringe,731167,RxNorm
19058398,insulin lispro 100 UNT/ML Injectable Solution,242120,RxNorm
1367571,heparin,5224,RxNorm
19062455,Humulin N,92880,RxNorm
19009384,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Humulin]",106892,RxNorm
46221581,insulin isophane,1605101,RxNorm
19099465,Lantus,261551,RxNorm
1154321,2 ML fentanyl 0.05 MG/ML Cartridge,727759,RxNorm
1567234,"3 ML insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Pen Injector",847191,RxNorm
43011542,"heparin sodium, porcine 10000 UNT/ML",1361852,RxNorm
19078551,"insulin isophane, human 100 UNT/ML Injectable Suspension [Novolin N]",311027,RxNorm
19078558,"insulin aspart, human 100 UNT/ML Injectable Solution",311040,RxNorm
42707472,4 ML labetalol hydrochloride 5 MG/ML Cartridge,1234256,RxNorm
1178667,indomethacin 50 MG Rectal Suppository,197819,RxNorm
19028795,zinc oxide 0.05 MG/MG Rectal Suppository,205243,RxNorm
42709096,glycerin 1610 MG Rectal Suppository,1251049,RxNorm
975125,hydrocortisone,5492,RxNorm
19020131,bisacodyl 10 MG Rectal Suppository,198509,RxNorm
19079177,belladonna alkaloids 16.2 MG / opium 30 MG Rectal Suppository,312104,RxNorm
1308738,vitamin B12,11248,RxNorm
19019336,nitroglycerin 0.4 MG Sublingual Tablet,198039,RxNorm
965777,72 HR scopolamine 0.0139 MG/HR Transdermal System,226552,RxNorm
1124300,diclofenac,3355,RxNorm
1548195,estradiol,4083,RxNorm
36250147,triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray,1797913,RxNorm
40227049,lidocaine hydrochloride 20 MG/ML Injectable Solution,1010671,RxNorm
19027493,famotidine 10 MG/ML Injectable Solution,204441,RxNorm
46275280,50 ML magnesium sulfate 40 MG/ML Injection,1658259,RxNorm
19135374,calcium chloride 0.0014 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution,847630,RxNorm
46287338,cefazolin 1000 MG Injection,1665050,RxNorm
46275266,20 ML magnesium sulfate 500 MG/ML Injection,1658236,RxNorm
40221360,vancomycin 750 MG Injection,1807518,RxNorm
46287443,100 ML levofloxacin 5 MG/ML Injection,1665507,RxNorm
46276326,300 ML linezolid 2 MG/ML Injection,1662285,RxNorm
19127213,10 ML sodium chloride 9 MG/ML Prefilled Syringe,727820,RxNorm
1143374,ephedrine,3966,RxNorm
1154029,fentanyl,4337,RxNorm
1560524,glucose,4850,RxNorm
19080985,iohexol,5956,RxNorm
906780,metoclopramide,6915,RxNorm
708298,midazolam,6960,RxNorm
1110410,morphine,7052,RxNorm
752061,prochlorperazine,8704,RxNorm
967823,sodium chloride,9863,RxNorm
19009551,rabbit anti-human T-lymphocyte globulin 25 MG Injection,107047,RxNorm
19011035,lactate,114202,RxNorm
19037061,calcium gluconate 100 MG/ML Injectable Solution,197435,RxNorm
1126658,hydromorphone,3423,RxNorm
19058200,ampicillin 100 MG/ML / sulbactam 50 MG/ML Injectable Solution,240984,RxNorm
19070869,ondansetron 2 MG/ML Injectable Solution,283504,RxNorm
46287382,100 ML ciprofloxacin 2 MG/ML Injection,1665210,RxNorm
1746143,piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution,312447,RxNorm
19079322,100 ML potassium chloride 0.1 MEQ/ML Injection,312507,RxNorm
19112656,100 ML acetaminophen 10 MG/ML Injection,483017,RxNorm
19127784,50 ML sodium chloride 9 MG/ML Prefilled Syringe,747260,RxNorm
40173104,hydromorphone hydrochloride 2 MG/ML Injectable Solution,897745,RxNorm
40241504,dexamethasone phosphate 4 MG/ML Injectable Solution,1116927,RxNorm
45775571,glycopyrronium,1546438,RxNorm
46275355,"2 ML heparin sodium, porcine 1000 UNT/ML Injection",1658647,RxNorm
35605378,remifentanil 1 MG Injection [Ultiva],1729581,RxNorm
35603431,5 ML fentanyl 0.05 MG/ML Injection,1735007,RxNorm
40221384,50 ML sodium chloride 9 MG/ML Injection,1807631,RxNorm
1593065,500 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection,1863607,RxNorm
42544067,1 ML morphine sulfate 2 MG/ML Injection,2003714,RxNorm
790240,1 ML fentanyl 0.05 MG/ML Injection,2168270,RxNorm
1707348,100 ML metronidazole 5 MG/ML Injection,311683,RxNorm
19094013,tetracaine 0.005 MG/MG Ophthalmic Ointment,340276,RxNorm
40164138,brimonidine tartrate 2 MG/ML / timolol 5 MG/ML Ophthalmic Solution,861635,RxNorm
1550557,prednisolone,8638,RxNorm
40164142,brimonidine tartrate 2 MG/ML Ophthalmic Solution [Alphagan],861202,RxNorm
793238,12 HR timolol 5 MG/ML Ophthalmic Solution,1992303,RxNorm
40240040,olopatadine 2 MG/ML Ophthalmic Solution [Pataday],1111345,RxNorm
1718412,levonorgestrel 0.000729 MG/HR Intrauterine System [Kyleena],1856546,RxNorm
35606312,ropivacaine hydrochloride 5 MG/ML Injection,1734477,RxNorm
40173071,1 ML hydromorphone hydrochloride 1 MG/ML Injection,897653,RxNorm
963359,glycopyrrolate 0.2 MG/ML Injectable Solution,238212,RxNorm
1500211,medroxyprogesterone,6691,RxNorm
45775636,meningococcal group B vaccine,1593128,RxNorm
46275996,influenza A virus (H3N2) antigen,1657131,RxNorm
19102186,risperidone 37.5 MG Injection,402011,RxNorm
35604354,lidocaine hydrochloride 20 MG/ML Injection,1737759,RxNorm
42800265,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid va...",1300191,RxNorm
1174888,hydrocodone,5489,RxNorm
19058274,purified protein derivative of tuberculin,8948,RxNorm
19018544,calcium,1895,RxNorm
19124906,magnesium,6574,RxNorm
1506270,methylprednisolone,6902,RxNorm
1315027,cranberry preparation,125933,RxNorm
46275281,magnesium sulfate 40 MG/ML Injection,1658260,RxNorm
939259,budesonide,19831,RxNorm
1154343,albuterol,435,RxNorm
1196677,formoterol,25255,RxNorm
1106776,tiotropium,69120,RxNorm
1154615,200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,745679,RxNorm
40169230,120 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler,895999,RxNorm
40169282,60 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],896212,RxNorm
1593836,60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],1918205,RxNorm
42708515,60 ACTUAT budesonide 0.08 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort],1246315,RxNorm
19121580,tiotropium 0.018 MG Inhalation Powder [Spiriva],580261,RxNorm
963843,Breath-Actuated 120 ACTUAT beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar],1998772,RxNorm
1192272,200 ACTUAT levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler [Xopenex],746466,RxNorm
1113076,ipratropium bromide 0.2 MG/ML Inhalation Solution,836358,RxNorm
40213183,"measles, mumps and rubella virus vaccine",03,CVX
40213228,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use (2 Lf of tetanus toxoid and 2 Lf of diphtheria toxoid)",09,CVX
40213159,"influenza virus vaccine, whole virus",16,CVX
40213158,"influenza virus vaccine, unspecified formulation",88,CVX
739906,"SARS-COV-2 (COVID-19) vaccine, vector - Ad26 100000000000 UNT/ML Injectable Suspension",2479835,RxNorm
19054036,Sublimaze,4336,RxNorm
955252,fluocinonide,4462,RxNorm
1361711,nitroglycerin,4917,RxNorm
1373928,hydralazine,5470,RxNorm
985708,ketoconazole,6135,RxNorm
19049024,potassium,8588,RxNorm
903963,triamcinolone,10759,RxNorm
1707687,vancomycin,11124,RxNorm
19073229,cupric oxide,21837,RxNorm
40213153,"Influenza, seasonal, injectable",141,CVX
40213232,"tetanus toxoid, adsorbed",35,CVX
19076658,250 ML dobutamine 1 MG/ML Injection,309985,RxNorm
1592113,lovastatin 20 MG,316175,RxNorm
19089873,calcium carbonate 600 UNT,333508,RxNorm
19118025,clonazepam 0.5 MG [Klonopin],567028,RxNorm
19038625,propofol 10 MG/ML [Diprivan],568533,RxNorm
968304,1000 ML potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection,637551,RxNorm
42708577,0.85 ML sodium hyaluronate 10 MG/ML Prefilled Syringe,1246822,RxNorm
40163897,2.5 ML sodium chloride 9 MG/ML Prefilled Syringe,859203,RxNorm
40167204,metoprolol tartrate 100 MG [Lopressor],866512,RxNorm
40225967,bupivacaine hydrochloride 5 MG/ML Injectable Solution,1012404,RxNorm
1136487,ropivacaine,35780,RxNorm
44034286,Meperidine 75 MG/ML Injectable Solution [Demerol],OMOP1028917,RxNorm Extension
40223140,1 ML morphine sulfate 2 MG/ML Prefilled Syringe,998212,RxNorm
40221386,250 ML sodium chloride 9 MG/ML Injection,1807633,RxNorm
44874609,OPTISON VIAL,00407270703,NDC
915209,bacitracin 5000 UNT/ML Injectable Solution,562411,RxNorm
35606217,1 ML diphenhydramine hydrochloride 50 MG/ML Injection,1723740,RxNorm
1149196,cetirizine,20610,RxNorm
1125315,acetaminophen,161,RxNorm
1154077,rizatriptan,88014,RxNorm
19049105,potassium chloride,8591,RxNorm
40167259,polyethylene glycol 3350 17000 MG Powder for Oral Solution,876193,RxNorm
19078555,"insulin, regular, human 100 UNT/ML Injectable Solution",311034,RxNorm
1516978,insulin detemir 100 UNT/ML Injectable Solution,484322,RxNorm
1344243,0.3 ML Epinephrine 1 MG/ML Auto-Injector,727345,RxNorm
40160974,0.4 ML enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox],854236,RxNorm
1567198,"insulin aspart, human",51428,RxNorm
1502905,insulin glargine,274783,RxNorm
46287466,evolocumab,1665684,RxNorm
35200800,galcanezumab,2058846,RxNorm
1151885,1 ML etanercept 50 MG/ML Prefilled Syringe,727757,RxNorm
46275565,0.8 ML adalimumab 50 MG/ML Auto-Injector,1655726,RxNorm
1592710,0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira],1872980,RxNorm
42799336,caffeine 100 MG / ergotamine tartrate 2 MG / levorotatory alkaloids of belladonna 0.125 MG / pentobarbital 60 MG Rectal Suppository,1294216,RxNorm
36250066,ipratropium bromide 0.021 MG/ACTUAT Metered Dose Nasal Spray,1797833,RxNorm
36249737,250 ML glucose 50 MG/ML Injection,1795610,RxNorm
42628990,milrinone lactate 0.2 MG/ML Injection,1791841,RxNorm
19081224,iopamidol,5966,RxNorm
40164847,1 ML ketorolac tromethamine 15 MG/ML Injection,860092,RxNorm
1836452,sulfamethoxazole 80 MG/ML / trimethoprim 16 MG/ML Injectable Solution,313137,RxNorm
36249719,glucose 500 MG/ML Injection,1795515,RxNorm
40221351,vancomycin 5 MG/ML Injection,1807509,RxNorm
1718752,50 ML potassium chloride 0.4 MEQ/ML Injection,1860466,RxNorm
45413350,aztreonam 500 mg injectable powder for injection,733,Multum
19074153,beta carotene 10000 UNT Oral Capsule,308704,RxNorm
1102527,meperidine,6754,RxNorm
19078552,"insulin isophane, human 100 UNT/ML Injectable Suspension",311028,RxNorm
1560751,50 ML glucose 500 MG/ML Prefilled Syringe,727517,RxNorm
40169902,morphine sulfate 10 MG/ML Injectable Solution,892531,RxNorm
40171428,2 ML furosemide 10 MG/ML Prefilled Syringe,899155,RxNorm
40227012,lidocaine hydrochloride 10 MG/ML Injectable Solution,1010033,RxNorm
40226837,epinephrine 0.01 MG/ML / lidocaine hydrochloride 10 MG/ML Injectable Solution,1010751,RxNorm
43011966,"heparin sodium, porcine 2 UNT/ML Injectable Solution",1362935,RxNorm
46287321,ceftriaxone 500 MG Injection,1665005,RxNorm
35604515,sugammadex 100 MG/ML Injection [Bridion],1726999,RxNorm
35605885,"50 ML albumin human, USP 50 MG/ML Injection",1741403,RxNorm
40221389,10 ML sodium chloride 9 MG/ML Injection,1807637,RxNorm
19093949,50 ML magnesium sulfate 80 MG/ML Injection,829734,RxNorm
46287476,1 ML meperidine hydrochloride 50 MG/ML Injection,1665697,RxNorm
35605731,"albumin human, USP 250 MG/ML Injection",1741378,RxNorm
1511443,5 ML levothyroxine sodium 0.02 MG/ML Injection,2166193,RxNorm
35603224,10 ML furosemide 10 MG/ML Injection,1719286,RxNorm
19010551,cyclosporine 0.5 MG/ML Ophthalmic Suspension,351291,RxNorm
19102773,moxifloxacin 5 MG/ML Ophthalmic Solution [Vigamox],404473,RxNorm
923081,ofloxacin,7623,RxNorm
19077438,fluorometholone 1 MG/ML Ophthalmic Suspension,310377,RxNorm
948860,polyvinyl alcohol 0.1 ML/ML Ophthalmic Solution,312484,RxNorm
19102471,moxifloxacin 5 MG/ML Ophthalmic Solution,403818,RxNorm
954692,latanoprost 0.05 MG/ML Ophthalmic Solution [Xalatan],542527,RxNorm
40164134,brimonidine tartrate 1.5 MG/ML Ophthalmic Solution,861208,RxNorm
40164863,ketorolac tromethamine 5 MG/ML Ophthalmic Solution,860107,RxNorm
40167836,acetylcholine chloride 10 MG/ML Ophthalmic Solution [Miochol],876553,RxNorm
1589505,levonorgestrel,6373,RxNorm
40213146,"Influenza, injectable, quadrivalent, preservative free",150,CVX
40160948,enoxaparin sodium 100 MG/ML Injectable Solution,854255,RxNorm
40165006,1 ML meperidine hydrochloride 25 MG/ML Injection,861476,RxNorm
19078921,2 ML metoclopramide 5 MG/ML Injection,311670,RxNorm
40164851,ketorolac tromethamine 30 MG/ML Injectable Solution,860096,RxNorm
1777806,ceftriaxone,2193,RxNorm
40220832,0.5 ML influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML Injection [Flublok 2016-2017],1803024,RxNorm
1559896,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0...,2048969,RxNorm
40173288,octreotide 30 MG Injection [Sandostatin],898603,RxNorm
40241523,1 ML abatacept 125 MG/ML Prefilled Syringe,1145929,RxNorm
1636875,testosterone cypionate 200 MG/ML Injectable Solution [Depo-testosterone],835842,RxNorm
19035704,calcium carbonate,1897,RxNorm
970250,spironolactone,9997,RxNorm
1149380,fluticasone,41126,RxNorm
19098138,budesonide 0.25 MG/ML Inhalation Suspension,351109,RxNorm
19123989,albuterol 0.83 MG/ML Inhalation Solution,630208,RxNorm
40169269,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,896184,RxNorm
42902447,fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler,1359560,RxNorm
42708523,formoterol fumarate 0.012 MG Inhalation Powder,1246326,RxNorm
40163900,NDA020983 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin],859088,RxNorm
19131109,NDA020983 60 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,801092,RxNorm
40213154,"Influenza, seasonal, injectable, preservative free",140,CVX
706103,zoster vaccine recombinant,187,CVX
986517,cellulose,2221,RxNorm
1518254,dexamethasone,3264,RxNorm
956874,furosemide,4603,RxNorm
1136980,ketorolac,35827,RxNorm
977968,sodium citrate,56466,RxNorm
19068295,Hep-Pak,217517,RxNorm
40087247,vancomycin Injectable Solution,375983,RxNorm
19080281,fluoxetine 20 MG [Prozac],563783,RxNorm
19045159,carbamazepine 200 MG [Tegretol],565987,RxNorm
40163849,1 ML dihydroergotamine mesylate 1 MG/ML Injection,861672,RxNorm
40224799,medroxyprogesterone acetate 10 MG [Provera],1000123,RxNorm
35603455,fentanyl 0.05 MG/ML Injection [Sublimaze],1735058,RxNorm
40221358,vancomycin 500 MG Injection,1807516,RxNorm
40166274,insulin lispro 100 UNT/ML Injectable Solution [Humalog],865098,RxNorm
19078530,"insulin isophane, human 100 UNT/ML Injectable Suspension [Humulin N]",311026,RxNorm
40220393,20 ML propofol 10 MG/ML Injection,1808224,RxNorm
35604321,5 ML lidocaine hydrochloride 10 MG/ML Injection,1737566,RxNorm
46287335,ceftriaxone 2000 MG Injection,1665046,RxNorm
1592526,1 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe [Dilaudid],1872265,RxNorm
705219,hylan G-F 20,284637,RxNorm
1163944,guaifenesin,5032,RxNorm
755695,fluoxetine,4493,RxNorm
1154332,pseudoephedrine,8896,RxNorm
904542,triamterene,10763,RxNorm
1517989,niacin 500 MG Extended Release Oral Capsule,311959,RxNorm
1526475,ezetimibe,341248,RxNorm
19098438,olmesartan medoxomil 20 MG Oral Tablet [Benicar],352200,RxNorm
19098474,ezetimibe 10 MG Oral Tablet [Zetia],352304,RxNorm
40129571,fexofenadine / pseudoephedrine Extended Release Oral Tablet,603338,RxNorm
19123106,esomeprazole 40 MG Delayed Release Oral Capsule [Nexium],606731,RxNorm
19090986,armodafinil 150 MG Oral Tablet,724859,RxNorm
19127669,lithium aspartate,746070,RxNorm
19128172,{21 (ethinyl estradiol 0.03 MG / norgestrel 0.3 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Low-Ogestrel 28 Day],750244,RxNorm
19132782,calcium carbonate 1500 MG / cholecalciferol 200 UNT Oral Tablet,809533,RxNorm
19134049,tramadol hydrochloride 50 MG Oral Tablet [Ultram],835605,RxNorm
40163790,tolterodine tartrate 2 MG Oral Tablet [Detrol],855195,RxNorm
40163473,trazodone hydrochloride 50 MG Oral Tablet,856377,RxNorm
40162436,24 HR propranolol hydrochloride 60 MG Extended Release Oral Capsule,856535,RxNorm
40165261,rosuvastatin calcium 5 MG Oral Tablet,859424,RxNorm
40163924,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,860975,RxNorm
40167213,metoprolol tartrate 25 MG Oral Tablet,866924,RxNorm
40169766,levothyroxine sodium 0.1 MG Oral Tablet,892246,RxNorm
40175050,levothyroxine sodium 0.15 MG Oral Tablet,966225,RxNorm
40184729,loperamide hydrochloride 2 MG Oral Capsule [Imodium],978009,RxNorm
40185276,losartan potassium 100 MG Oral Tablet,979480,RxNorm
40185304,losartan potassium 50 MG Oral Tablet,979492,RxNorm
40180031,promethazine hydrochloride 1.25 MG/ML Oral Solution,992432,RxNorm
19016670,docosahexaenoate,73,RxNorm
40229229,atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet,1046815,RxNorm
40235286,24 HR methylphenidate hydrochloride 54 MG Extended Release Oral Tablet,1091210,RxNorm
40235287,24 HR methylphenidate hydrochloride 54 MG Extended Release Oral Tablet [Concerta],1091212,RxNorm
40244448,rivaroxaban 20 MG Oral Tablet,1232086,RxNorm
42873636,mirabegron,1300786,RxNorm
42900508,linaclotide 0.145 MG Oral Capsule [Linzess],1307415,RxNorm
43011932,mexiletine hydrochloride 200 MG Oral Capsule,1362712,RxNorm
43013236,12 HR loratadine 5 MG / pseudoephedrine sulfate 120 MG Extended Release Oral Tablet [Allerclear],1369753,RxNorm
44814413,raloxifene hydrochloride 60 MG Oral Tablet [Evista],1490067,RxNorm
45774754,empagliflozin 10 MG Oral Tablet,1545658,RxNorm
46234346,"nitrofurantoin, macrocrystals 25 MG / nitrofurantoin, monohydrate 75 MG Oral Capsule",1648755,RxNorm
